SONG NAME,YEAR,ALBUM/MOVIE NAME,DURATION,TYPE,LINK,LANGUAGE,GENRE,SINGERS,RATING
Iski Uski,2014,2 States,4:42,Wedding Pop,https://gaana.com/song/iski-uski?autoplay=true,PUNJABI,Pop,OTHERS,9
24 25 26,2017,24 25 26,3:38,Rock,https://www.jiosaavn.com/song/24-25-26/PT44YzVXYUI,PUNJABI,Pop,OTHERS,7.5
All Izz Well,2009,3 Idiots,4:35,life,https://gaana.com/song/aal-izz-well,HINDI,life,SONU NIGAM,8.1
Behti Hawa Sa Tha Woh,2009,3 Idiots,5:00,life,https://gaana.com/song/behti-hawa-sa-tha-w0h,HINDI,life,OTHERS,9.4
Give Me Some Sunshine,2009,3 Idiots,4:05,life,https://gaana.com/song/give-me-some-sunshine,HINDI,life,OTHERS,9.6
Jaane Nahi Denge Tujhe,2009,3 Idiots,3:31,friendship,https://gaana.com/song/jaane-nahin-denge-tujhe,HINDI,life,SONU NIGAM,9.1
Zoobi Doobi,2009,3 Idiots,4:07,love,https://gaana.com/song/zoobi-doobi,HINDI,Love,SONU NIGAM,9.1
Bas Tu Hai,2018,3 Storeys,4:23,love,https://gaana.com/song/bas-tu-hai,HINDI,Love,ARIJIT SINGH,9.2
Raasleela,2018,3 Storeys,4:07,love,https://gaana.com/song/raasleela-3,HINDI,Love,OTHERS,9.3
5 Taara,2015,5 Taara,3:44,Party Song,https://gaana.com/songinfo/5-taara-2,PUNJABI,Party,GURU RANDHAWA,8.5
Awaara,2011,7 Khoon Maaf,5:32,love,https://gaana.com/song/awaara-14,HINDI,Love,OTHERS,9.6
Tera Saath Ho,2012,7 Welcome To London,3:41,sad love,https://gaana.com/song/tera-saath-ho,HINDI,Love,OTHERS,9.5
LOVE YOURSELF,2002,8 MILE,5:24,POP,https://gaana.com/song/love-yourself-51,ENGLISH,Pop,EMINEM,6.9
A Flying Jatt,2016,A Flying Jatt,4:37,entertaining,https://gaana.com/song/a-flying-jatt-title-track,HINDI,Other,OTHERS,8.2
Beat Pe Booty,2016,A Flying Jatt,3:18,rock,https://gaana.com/song/beat-pe-booty-1,HINDI,Pop,OTHERS,8.9
Bhangda Pa,2016,A Flying Jatt,3:58,thug life,https://gaana.com/song/bhangda-pa-1,HINDI,Other,OTHERS,9
Khair Mangda,2016,A Flying Jatt,4:18,love,https://gaana.com/song/khair-mangda-1,HINDI,Love,ATIF ASLAM,9.3
Raj Karega Khalsa,2016,A Flying Jatt,5:28,thug life,https://gaana.com/song/raj-karega-khalsa-5,HINDI,Other,OTHERS,8.4
Toota Jo Kabhi Tara,2016,A Flying Jatt,5:05,love,https://gaana.com/song/toota-jo-kabhi-tara,HINDI,Love,ATIF ASLAM,9.3
Baat Ban Jaaye,2017,A Gentleman,3:12,love,https://gaana.com/song/baat-ban-jaye-3,HINDI,Love,OTHERS,8.8
Baat Ban Jaye,2017,A Gentleman,3:12,"romantic love,rock",https://gaana.com/song/baat-ban-jaye-3,HINDI,Love,OTHERS,9.4
Chandralekha,2017,A Gentleman,3:12,,https://gaana.com/song/chandralekha-hindi,HINDI,Other,OTHERS,9.2
Disco Disco,2011,A Gentleman,2:46,rock,https://gaana.com/song/disco-disco-29,HINDI,Pop,OTHERS,9.2
Disco Disco,2017,A Gentleman,2:46,thug life,https://gaana.com/song/disco-disco-29,HINDI,Other,OTHERS,8.9
Laagi Na Choote,2017,A Gentleman,3:30,love,https://gaana.com/song/laagi-na-choote,HINDI,Love,ARIJIT SINGH,9.3
Tere Bin Ek Pal,1999,Aa Ab Laut Chalen,5:49,"love,sad love",https://gaana.com/song/tere-bin-ek-pal,HINDI,Love,UDIT NARAYAN,7.8
Tera Mujhse Hai Pehle Ka Naata Koi,1973,Aa Gale Lag Jaa,5:40,romance,https://gaana.com/song/tera-mujhse,HINDI,Love,KISHOR KUMAR,9.2
Wada Karo Nahi Chhodoge,1973,Aa Gale Lag Jaa,5:12,romantic love,https://gaana.com/song/wada-karo-3,HINDI,Love,KISHOR KUMAR,7.5
Wada Karo Nahi Chodoge,1973,Aa Gale Lag Jaa,5:12,love,https://gaana.com/song/wada-karo-3,HINDI,Love,LATA MANGESHKAR,9.1
Rab Mere Araj Sun Meri,1994,Aag,2:42,Devotional,https://www.jiosaavn.com/song/rab-mere-araj-sun-meri-from-aag/QFwmRB5yY3A,HINDI,Devotional,OTHERS,8.7
Jane Na Nazar Pehchane Jigar,1953,Aah,3:33,love,https://gaana.com/song/jane-na-nazar-pehchane-jigar,HINDI,Love,LATA MANGESHKAR,9
Dis Chaar Jhale,2006,Aai Shappath,0:05:31,Sad,https://www.jiosaavn.com/song/dis-chaar-jhale/Fg0bWDtxVAU,MARATHI,life,AJAY-ATUL,9.5
O Aasman Wale,1993,Aaja Meri Jaan,5:32,love,https://gaana.com/song/o-aasman-wale-jameen-par-utar-ke-dekh-3,HINDI,Love,SONU NIGAM,8.5
Aaja Nachle,2007,Aaja Nachle,5:05,,https://gaana.com/song/aaja-nachle-8,HINDI,Other,OTHERS,9.1
Is Pal,2007,Aaja Nachle,4:00,,https://gaana.com/song/is-pal,HINDI,Other,SONU NIGAM,9.6
Ishq Hua,2007,Aaja Nachle,4:23,love,https://gaana.com/song/ishq-hua-1,HINDI,Love,SONU NIGAM,9.4
Koi Patthar Se Na Maare,2007,Aaja Nachle,4:04,bollywood song,https://gaana.com/song/koi-patthar-se-na-maare,HINDI,Other,SONU NIGAM,9.4
O Re Piya,2007,Aaja Nachle,6:15,love,https://gaana.com/song/o-re-piya,HINDI,Love,RAHAT FATEH ALI KHAN,9.3
Show Me Your Jalwa,2007,Aaja Nachle,4:12,rock,https://gaana.com/song/show-me-your-jalwa,HINDI,Pop,OTHERS,9.4
Soniye Mil Ja,2007,Aaja Nachle,3:36,,https://gaana.com/song/soniye-mil-ja,HINDI,Other,SONU NIGAM,9.6
Saat Rang Mein Khel Rahi Hain,1985,Aakhir Kyon,4:34,romance,https://gaana.com/song/saat-rang-mein,HINDI,Love,OTHERS,7.8
"Gori Ka Sajan, Sajan Ki Gori",1986,Aakhree Raasta,5:52,love,https://gaana.com/song/gori-ka-sajan-sajan-ki-gori,HINDI,Love,OTHERS,8.6
Aala Gokulcha Kanha,1997,Aala Re Govinda,0:05:11,Religious,https://www.jiosaavn.com/song/aala-gokulcha-kanha-sambhal-tuzi/JBwBARYdBVE,MARATHI,Devotional,OTHERS,8.9
Mi Prem Nagarcha Raja,1985,Aamhi Dogh Rajarani,0:06:17,Romantic,https://www.jiosaavn.com/song/mi-prem-nagarcha-raja/AT0AexJTbkc,MARATHI,Love,USHA MANGESHKAR,8.5
Jugnu Ki Payal,2004,Aan - Men At Work,6:06,love,https://gaana.com/song/jugnu-ki-payal,HINDI,Love,OTHERS,8.3
Achha to hum chalte hain,1970,Aan Milo Sajana,4:59,retro song,https://gaana.com/song/achha-to-hum-chalte-hain-1,HINDI,Other,LATA MANGESHKAR,8.7
Achha To Hum Chalte Hain,1970,Aan Milo Sajna,4:49,romance,https://gaana.com/song/achha-to-hum-chalte-hain-1,HINDI,Love,LATA MANGESHKAR,8
Is Mod Se Jaate Hain,1975,Aandhi,4:56,love,https://gaana.com/song/is-mod-se-jate-hain-1,HINDI,Love,LATA MANGESHKAR,9
Tere Bina Zindagi Se Koi,1975,Aandhi,6:32,"love,sad life",https://gaana.com/song/tere-bina-zindagi-se-revival,HINDI,Love,LATA MANGESHKAR,7.5
Tere Bina Zindagi Se Koi Shikwa To Nahin,1975,Aandhi,5:54,sad love,https://gaana.com/song/tere-bina-zindagi-se-1,HINDI,Love,LATA MANGESHKAR,8.9
Tum Aa Gaye Ho Noor Aa Gaya Hai,1975,Aandhi,4:12,love,https://gaana.com/song/tum-aa-gaye-ho-noor-aa-gaya,HINDI,Love,LATA MANGESHKAR,9
O Lal Dupatte Wali,1992,Aankhen,5:50,love,https://gaana.com/song/o-lal-dupatte-wali,HINDI,Love,ALKA YAGNIK,9.2
O Lal Dupatte Wali,1993,Aankhen,5:50,,https://gaana.com/song/o-lal-dupatte-wali,HINDI,Other,OTHERS,8.1
Aankho Aankho me bat hone do,1972,Aankho Aankho me,4:04,"retro song,romance love",https://gaana.com/song/aankhon-aankhon-mein-baat-hone-do,HINDI,Other,ASHA BHOSALE,6.7
Assalaam Vaalekum,2007,Aap Kaa Surroor,6:01,entertaining,https://gaana.com/song/assalaam-vaalekum,HINDI,Other,HIMESH RESHAMMIYA,8.8
Jhoot Nahin Bolna,2007,Aap Kaa Surroor,6:11,love,https://gaana.com/song/jhoot-nahin-bolna,HINDI,Love,HIMESH RESHAMMIYA,8.7
Tanhaiyan,2007,Aap Kaa Surroor,5:07,love,https://gaana.com/song/tanhaiyan,HINDI,Love,HIMESH RESHAMMIYA,9.3
Tera Mera Milna,2007,Aap Kaa Surroor,5:51,love,https://gaana.com/song/tera-mera-milna,HINDI,Love,HIMESH RESHAMMIYA,8.9
Jai Jai Shiv Shankar,1974,Aap Ki Kasam,5:37,thug,https://gaana.com/song/jai-jai-shiv-shankar,HINDI,Other,LATA MANGESHKAR,8.4
Zindagi Ke Safar Mein,1974,Aap Ki Kasam,6:39,love,https://gaana.com/song/zindagi-ke-safar-mein-1,HINDI,Love,KISHOR KUMAR,9
Aap Ki Khatir,2006,Aap Ki Khatir,5:59,love,https://gaana.com/song/aap-ki-khatir-unplugged,HINDI,Love,HIMESH RESHAMMIYA,9.3
Bambai Se Aaya Mera Dost,2006,Aap Ki Khatir,4:45,friendship,https://gaana.com/song/bambai-se-aaya-mera-dost,HINDI,life,YO YO HONEY SINGH,8.4
Every Night & Day,2016,Aap Se Mausiiquii,4:42,romance,https://gaana.com/song/every-night-and-day-remix,HINDI,Love,HIMESH RESHAMMIYA,9.4
Menu Kehn De,2016,Aap Se Mausiiquii,5:26,romance,https://gaana.com/song/menu-kehn-de,HINDI,Love,HIMESH RESHAMMIYA,8.9
Trippy,2016,Aap Se Mausiiquii,4:30,entertaining,https://gaana.com/song/trippy-13,HINDI,Other,HIMESH RESHAMMIYA,8.8
Ae Dil Pyar Ki Manzil,1961,Aas Ka Panchhi,5:12,love,https://gaana.com/song/ae-dil-pyar-ki-manzil-2,HINDI,Love,HIMESH RESHAMMIYA,8.4
Apni Bhi Kya Zindagi Hai,1961,Aas Ka Panchhi,4:15,life,https://gaana.com/song/apni-bhi-kya-zindagi-hai-1,HINDI,life,YO YO HONEY SINGH,8.7
Dil Mera Ek Aas Ka Panchhi,1961,Aas Ka Panchhi,4:13,love,https://gaana.com/song/dil-mera-ek-aas-ka-panchhi-1,HINDI,Love,OTHERS,8.9
Eena Meena Dika,1957,Aasha,3:29,love,https://gaana.com/song/eena-meena-deeka-female,HINDI,Love,KISHOR KUMAR,8.3
Hal Tujhe Apni Duniya Ka,1957,Aasha,3:00,retro song,https://gaana.com/song/haal-tujhe-apni-duniya-ka-2,HINDI,Other,KISHOR KUMAR,7.8
Dheere Dheere Se Meri Zindagi Mein Aana,1990,Aashiqui,5:26,romance,https://gaana.com/song/dheere-dhheere-se-meri-zindagi-mein-aana-2,HINDI,Love,KUMAR SANU,8.6
Dil Ka Aalam,1990,Aashiqui,5:00,romantic love,https://gaana.com/song/dil-ka-aalam,HINDI,Love,KUMAR SANU,8.7
Ek Sanam Chayie Aashiqui Ke Liye,1990,Aashiqui,6:13,"love, romance",https://gaana.com/song/ek-sanam-chahiye-aashiqui-ke-liye,HINDI,Love,KUMAR SANU,8.5
Nazar Ke Samne Jigar Ke Paas,1990,Aashiqui,5:33,"love,romantic love",https://gaana.com/song/nazar-ke-samne-jigar-ke-paas,HINDI,Love,KUMAR SANU,9
Tum Hi Ho,2013,Aashiqui 2,4:22,sad love,https://gaana.com/song/tumhiho,HINDI,Love,ARIJIT SINGH,9.3
Guni Jano Bhakt Jano,1970,Aasoon Aur Muskan,5:32,retro song,https://gaana.com/song/guni-jano-bhakt-jano,HINDI,Other,KISHOR KUMAR,8.2
Kai Zhala,2001,Aatma,0:04:48,Comedy,https://www.jiosaavn.com/song/kai-zhala/Mwc6dARmW3w,MARATHI,Other,OTHERS,8.1
Raghupati Raghav Raja Ram,1957,Ab Dilli Dur Nahin,6:31,Devotional,https://gaana.com/song/raghupati-raghav-31,HINDI,Devotional,ASHA BHOSALE,9.5
Paavlo Pandhari,1982,Abhangvani,0:06:32,Religious,https://www.jiosaavn.com/song/paavlo-pandhari-vaikunthabhuvan/QzoeXCdEQ3k,MARATHI,Devotional,OTHERS,8.5
Teri Bindiya Re,1973,Abhimaan,4:33,romantic,https://gaana.com/song/teri-bindiya-re,HINDI,Love,MOHAMMED RAFI,8
Ae Dil Hai Mushkil,2016,Ae Dil Hai Mushkil,4:28,sad love,https://gaana.com/song/ae-dil-hai-mushkil,HINDI,Love,ARIJIT SINGH,8.5
Cutiepie,2016,Ae Dil Hai Mushkil,3:50,rock,https://gaana.com/song/cutiepie,HINDI,Pop,OTHERS,8
I KNEW I LOVED YOU,2000,AFFIRMATION,4:10,CONTEMPORARY,https://gaana.com/song/i-knew-i-loved-you-53,ENGLISH,Other,BEYONCE,9.5
Cham cham karta,2005,Aga bai areccha,0:04:26,Party,https://www.jiosaavn.com/song/cham-cham-karta/JAoNBC1kbWM,MARATHI,Party,OTHERS,8
Malhar wari,2005,Aga bai areccha,0:05:54,Religious,https://www.jiosaavn.com/song/malhar-wari/BiARXyFRf1g,MARATHI,Devotional,USHA MANGESHKAR,8.5
Malhar Wari,2005,Aga bai areccha,0:06:02,Happy,https://www.jiosaavn.com/song/malhar-wari/BiARXyFRf1g,MARATHI,life,SHANKAR MAHADEVAN,7.9
Mann udhan waryache,2005,Aga bai areccha,0:04:48,Happy,https://www.jiosaavn.com/song/man-udhan-varyache/RxgNAzABfmo,MARATHI,life,ANIL MOHILE,9.2
Durge Durghat Bhari,2005,Aga Bai Arrecha,0:05:11,Religious,https://www.jiosaavn.com/song/durge-durghat-bhari/OlkKWw18Gnc,MARATHI,Devotional,NILESH MOHARIR,8.7
Man Udhan Varyache,2005,Aga Bai Arrecha,0:05:30,Happy,https://www.jiosaavn.com/song/man-udhan-varyache/RxgNAzABfmo,MARATHI,life,SHANKAR MAHADEVAN,8.9
Prabhat,2005,Aga Bai Arrecha,0:05:54,Happy,https://www.jiosaavn.com/song/prabhat/BiQSfBpbfno,MARATHI,life,VAISHALI SAMANT,5
Agar Tum Na Hote,1983,Agar Tum Na Hote,4:04,love,https://gaana.com/song/agar-tum-na-hote-8,HINDI,Love,LATA MANGESHKAR,7.8
Gal Mitthi mitthi bol,2013,Aisha,4:17,Rock,https://gaana.com/song/gal-mitthi-mitthi-1?autoplay=true,PUNJABI,Pop,KAILASH KHAIR,7.5
Tera Hone Laga Hoon,2009,Ajab Prem Ki Ghazab Kahani,5:00,romantic love,https://gaana.com/song/tera-hone-laga-hoon,HINDI,Love,ATIF ASLAM,8.7
Bheegi Bheegi Raaton Mein,1974,Ajanabee,3:53,romance,https://gaana.com/song/bheegi-bheegi-raaton-mein,HINDI,Love,LATA MANGESHKAR,9
Ek Ajanabee Haseena Se,1974,Ajanabee,4:27,love,https://gaana.com/song/ek-ajnabee-haseena-se-1,HINDI,Love,KISHOR KUMAR,8.6
Dil Mera Churaya Kyun,1999,Akele Hum Akele Tum,4:42,sad love,https://gaana.com/song/dil-mera-churaya-kyun-1,HINDI,Love,KUMAR SANU,9.5
SPEECHLESS,2019,ALADIN,3:27,POP,https://gaana.com/song/speechless-full-14,ENGLISH,Pop,OTHERS,6.8
Devta Mana Aur Pooja,1971,Albela,3:35,love,https://gaana.com/song/devta-mana-aur-pooja,HINDI,Love,LATA MANGESHKAR,7.6
teri yaad ne maara,1971,Albela,3:46,retro song,https://gaana.com/song/teri-yaad-ne-mara,HINDI,Other,KISHOR KUMAR,9.4
Aloo Chaat,2009,Aloo Chat,2:37,Pop fun,https://gaana.com/song/aloo-chaat-title-track,PUNJABI,Pop,SUKHWINDER SINGH,8
Insaaf Ka Mandir Hai,1954,Amar,3:21,Devotional,https://gaana.com/song/insaaf-ka-mandir-hai-yeh,HINDI,Devotional,MOHAMMED RAFI,8
Radha Ke Pyare Krishna Kanhai,1954,Amar,3:43,Devotional,https://gaana.com/song/radha-ke-pyare-krishna-kanhai,HINDI,Devotional,ASHA BHOSALE,8.2
Chingari Koi Bhadke,1971,Amar Prem,5:20,retro song,https://gaana.com/song/chingari-koi-bhadke-2,HINDI,Other,KISHOR KUMAR,7.9
Chingari Koi Bhadke,1972,Amar Prem,5:19,sad love,https://gaana.com/song/chingari-koi-bhadke-2,HINDI,Love,KISHOR KUMAR,7.5
Kuchh To Log Kahenge,1975,Amar Prem,4:19,motivational,https://gaana.com/song/kuchh-to-log-kahenge-2,HINDI,life,KISHOR KUMAR,8.5
Yeh Kya Hua Kaise Hua,1972,Amar Prem,4:33,life,https://gaana.com/song/yeh-kya-hua-3,HINDI,life,KISHOR KUMAR,8.9
Amplifier,2009,Amplifier,5:32,Simple,https://gaana.com/song/amplifier-24?autoplay=true,PUNJABI,Other,OTHERS,9
Meri Bheegi Bheegi Si,1973,Anamika,4:07,love,https://gaana.com/song/meri-bheegi-bheegi-si,HINDI,Love,KISHOR KUMAR,7.8
Kahin Door Jab Din Dhal Jaaye,1971,Anand,5:38,retro song,https://gaana.com/song/kahin-door-jab-din-dhal-jaye-1,HINDI,Other,RAHAT FATEH ALI KHAN,8
Zindagi Kaisi Hai Paheli,1971,Anand,3:29,life,https://gaana.com/song/zindagi-kaisi-hai-paheli-1,HINDI,life,KISHOR KUMAR,8.6
Tu Na Jaane Aas Paas Hai Khuda,2010,Anjaana Anjaani,5:19,love,https://gaana.com/song/aas-paas-khuda-2,HINDI,Love,RAHAT FATEH ALI KHAN,8.4
Bakki Mirza,2011,Ankhan ch Naziaz,2:49,Emotional,https://gaana.com/song/bakki-mirza-jagondi-aa,PUNJABI,Pop,GURU RANDHAWA,6
Kya Mil Gaya Bhagwan,1946,Anmol Ghadi,3:08,Devotional,https://gaana.com/song/kya-mil-gaya-bhagwan,HINDI,Devotional,OTHERS,9.1
Chhai Ghata Bijli Kadki,1960,Apana Haath Jagannath,3:31,retro song,https://gaana.com/song/chhai-ghata-bijlee-kadki,HINDI,Other,ASHA BHOSALE,6.9
Tera Hi Aasra Hai Do Jahanwale,1956,Arab Ka Saudagar,3:21,Devotional,https://gaana.com/song/tera-hi-aasra-hai-do-jahanwale,HINDI,Devotional,S. P. BALASUBRAHMANYAM,8.3
Tum Itna Jo Muskura Rahe Ho,1982,Arth,5:21,love,https://gaana.com/song/tum-itna-jo-muskura-rahe-ho,HINDI,Love,ARIJIT SINGH,8.6
Jao Sidharo He Radha Ke Shyam,1999,Arzoo,7:35,Devotional,https://gaana.com/song/jao-sidharo-he-radha-ke-shyam-2,HINDI,Devotional,OTHERS,8.4
Teri Meri Meri Teri Aashiqui,2019,Ashi Hi Aashiqui,0:04:26,Romantic,https://www.jiosaavn.com/song/teri-meri-meri-teri-aashiqui-from-ashi-hi-aashiqui/AAwpcxNhc2s,MARATHI,Love,OTHERS,8.5
Ashi hi banwa banwi,1989,Ashi hi banwa banwi,0:04:35,Comedy,https://www.jiosaavn.com/album/ashi-hi-banwa-banwi/fDTuKjjr6KM_,MARATHI,Other,NILESH MOHARIR,7.2
Hridayi Vasant Phultana,1989,Ashi hi banwa banwi,0:06:46,Romantic,https://www.jiosaavn.com/song/hridayi-vasant-phulatana/AzA6AT9ARUo,MARATHI,Love,SONU NIGAM,9
Kunitari Yenar,1989,Ashi hi banwa banwi,0:04:56,Happy,https://www.jiosaavn.com/song/kunitari-yenar/IB8RXjpGWlc,MARATHI,life,NILESH MOHARIR,9.5
Tu Hi Hai,2016,Ashiqui 2,4:22,love,https://gaana.com/song/tumhiho,HINDI,Love,ARIJIT SINGH,9.2
Piya More,2017,Baadshaho,4:18,entertaining,https://gaana.com/song/piya-more-1,HINDI,Other,OTHERS,8.6
Daal Kaise Gale,1955,Baap Re Baap,3:27,retro song,https://gaana.com/song/daal-kaise-gale,HINDI,Other,KISHOR KUMAR,7.9
Kala Chashma,2016,Baar Baar Dekho,3:07,entertaining,https://gaana.com/song/kala-chashma,HINDI,Other,NEHA KAKKAR,8.6
Ye Kaali Kaali Aankhen,1993,Baazigar,7:48,"romantic love,entertaining",https://gaana.com/song/ye-kaali-kaali-aankhen-1,HINDI,Love,KUMAR SANU,8.5
Adugula Madgula,2019,Baba,0:04:00,Comedy,https://www.jiosaavn.com/song/adugula-madgula/RzwhRDF1RnY,MARATHI,Other,VAISHALI SAMANT,7.3
Saaj Hyo Tuza,2018,Baban,0:05:05,Romantic,https://www.jiosaavn.com/song/saaj-hyo-tuza/SREJQiteaGc,MARATHI,Love,VAISHALI SAMANT,7.3
Baby This Baby That,2013,Baby This Baby That,2:46,Party Song,https://gaana.com/song/baby-this-baby-that-2?autoplay=true,PUNJABI,Party,MIKA SINGH,8
Jogi Mahi,2012,Bachna Ae Haseeno,5:18,Wedding Pop,https://gaana.com/song/jogi-mahi?autoplay=true,PUNJABI,Pop,OTHERS,8
Khuda Jaane,2001,Bachna Ae Haseeno,5:34,love,https://gaana.com/song/khuda-jaane,HINDI,Love,OTHERS,9.4
Small Town Girl,2012,Bachna Ae Haseeno,3:49,Rock,https://gaana.com/song/small-town-girl-1?autoplay=true,PUNJABI,Pop,HARDY SANDHU,8
Backbone,2017,Backbone,3:30,Simple,https://gaana.com/song/backbone-48?autoplay=true,PUNJABI,Pop,HARDY SANDHU,5
Moorni Banke,2018,Badhaai ho,3:38,Wedding,https://gaana.com/song/morni-banke?autoplay=true,PUNJABI,Other,GURU RANDHAWA,8
Badnam,2017,Badnam,3:01,Rock pop,https://gaana.com/song/badnam-1?autoplay=true,PUNJABI,Pop,GURU RANDHAWA,5
Bhagwan Do Ghadi Zara Insaan Ban,1951,Bahar,3:36,Devotional,https://gaana.com/song/bhagwan-do-ghadi-zara-insaan-ban-ke-dekh,HINDI,Devotional,OTHERS,7.5
Bamb Jatt,2018,Bamb Jatt,4:22,Sad,https://gaana.com/song/bamb-jatt?autoplay=true,PUNJABI,Pop,NAUMAN KHALID,8
Ainvayi Ainvayi,2010,Band Baja Barat,3:46,Wedding,https://gaana.com/song/ainvayi-ainvayi,PUNJABI,Other,ASHISH SARDANA,8
Baari barsi,2010,Band Baja Barat,4:43,Wedding,https://gaana.com/song/baari-barsi?autoplay=true,PUNJABI,Other,NAUMAN KHALID,8.5
Dum Dum,2010,Band Baja Barat,4:30,Wedding Party,https://gaana.com/lyrics/dum-dum-6,PUNJABI,Other,SUKHWINDER SINGH,8
Chimbh Bhijalele,2009,Bandh Premache,0:05:11,Romantic,https://www.jiosaavn.com/song/chimbh-bhijalele/HBhTQUB1B2c,MARATHI,Love,USHA MANGESHKAR,9.4
Chimbh Bhijalele,2009,Bandh Premache,0:03:11,Party,https://www.jiosaavn.com/song/chimbh-bhijalele/HBhTQUB1B2c,MARATHI,Party,SHANKAR MAHADEVAN,8.9
Brindavan Ki Kunj Galin Me Dhola Radha Banwariya,1998,Bandhan,3:32,Devotional,https://gaana.com/song/brindavan-ki-kunj-gali-men,HINDI,Devotional,LATA MANGESHKAR,8.9
Jo Milna Hai Bhagwan Se to Mil Pehle Insan Se,1998,Bandhan,3:32,Devotional,https://gaana.com/song/jo-milna-hai-bhagwan-se,HINDI,Devotional,RAHAT FATEH ALI KHAN,7.9
Mere Devta Mujhko Dena Sahara,1998,Bandhan,3:00,Devotional,https://gaana.com/song/mere-devta-mujhko-dena-sahara,HINDI,Devotional,S. P. BALASUBRAHMANYAM,8.3
Bang Bang,2017,Bang Bang,2:47,thug life,https://gaana.com/song/bang-bang-760,HINDI,Other,OTHERS,9.1
Bappa Moraya Re,2005,Bappa Moraya Re,0:05:41,Religious,https://www.jiosaavn.com/album/bappa-moraya-re/XgZiGDfLYL4_,MARATHI,Devotional,AJAY-ATUL,7.9
Shree Ganeshay Dheemahi,2005,Bappa Moraya Re,0:04,Religious,"https://www.jiosaavn.com/album/shree-ganeshay-dheemahi/dQTTYBk,xeY_",MARATHI,Devotional,USHA MANGESHKAR,8.1
Kala Chashma,2016,Bar Bar DEkho,3:03,Party,https://gaana.com/lyrics/kala-chashma,PUNJABI,Party,NEHA KAKKAR,7.5
Nachdene Saare,2016,Bar Bar Dekho,3:16,Wedding,https://gaana.com/song/nachde-ne-saare-3?autoplay=true,PUNJABI,Other,OTHERS,8
Boli,2018,Barobar boli,4:25,Rock,https://gaana.com/song/brobar-boli-1?autoplay=true,PUNJABI,Pop,HARDY SANDHU,8
Bhay Bhanjana Vandana Sun,1956,Basant Bahar,4:38,Devotional,https://gaana.com/song/bhay-bhanjana-vandana-sun,HINDI,Devotional,OTHERS,8.3
Duniya Na Bhaye Re,1956,Basant Bahar,3:48,Devotional,https://gaana.com/song/duniya-na-bhaye-re,HINDI,Devotional,MOHAMMED RAFI,8
Galawar Khali,2003,Bedhund,0:05:11,Romantic,https://www.jiosaavn.com/song/galavar-khali/Rw8gQC5IbgQ,MARATHI,Love,VAISHALI SAMANT,8
Ha Chandra Tuzhyasathi,2003,Bedhund,0:05:31,Romantic,https://www.jiosaavn.com/song/ha-chandra-tuzhyasathi/GFs8WxZyflU,MARATHI,Love,SHREYA GHOSHAL,8.8
Labon Ka Karobar,2016,befikre,3:56,love,https://gaana.com/song/labon-ka-karobaar,HINDI,Love,ATIF ASLAM,8.5
BOYFRIEND,2012,BELIEVE,2:52,POP,https://gaana.com/song/boyfriend-358,ENGLISH,Pop,JUSTIN BIEBER,6
Bentley,2017,Bently,3:37,pop,https://gaana.com/song/bentley-11,PUNJABI,Pop,OTHERS,8
Jab Hum Jawan Honge,1981,Betaab,7:10,love,https://gaana.com/song/jab-hum-jawan-honge-7,HINDI,Love,LATA MANGESHKAR,7.8
Hey Babu Yeh hai Jamana,1952,Bhagam Bhag,3:24,retro song,https://gaana.com/song/he-babu-yeh-hai-zamana,HINDI,Other,MOHAMMED RAFI,7.8
Bol Meri Gudiya,1972,Bhai Ho to Aisa,5:21,"entertaining,retro",https://gaana.com/song/bol-meri-gudiya,HINDI,Other,LATA MANGESHKAR,8.7
Yeh Haunsla Kaise Jhuke,2006,bharosa,4:16,love,https://gaana.com/song/yeh-jhuke-jhuke-naina,HINDI,Love,OTHERS,8.5
Bhetali Tu Punha,2017,Bhetali Tu Punha,0:05:11,Romantic,"https://www.jiosaavn.com/album/bhetali-tu-punha/gSVncXfM,9A_",MARATHI,Love,SHANKAR MAHADEVAN,9
Labon Ko Labon Pe,2007,Bhool Bhulaiyaa,5:41,love,https://gaana.com/song/labon-ko-2,HINDI,Love,OTHERS,8.5
Ek Sawal hai,1965,Bhut Bungala,4:45,retro song,https://gaana.com/song/ek-sawaal-hai,HINDI,Other,KISHOR KUMAR,6.4
Mee kashi tula re,1988,Bhutacha bhau,0:04:56,Love,https://www.jiosaavn.com/song/mee-kashi-tula-re/QgIxRjhkYwM,MARATHI,Love,OTHERS,8.8
Jhunjur Munjur,1984,Bin Kamacha Navra,0:04:56,Comedy,https://www.jiosaavn.com/song/jhunjur-munjur/Mx4-RyUCBUM,MARATHI,Other,OTHERS,6.8
Pal Pal Dil Ke Paas,1973,Black Mail,5:29,love,https://gaana.com/song/pal-pal-dil-ke-paas-5,HINDI,Love,KISHOR KUMAR,9.1
Patola,2018,BlackMail,2:29,Indi-pop,https://gaana.com/song/patola-1?autoplay=true,PUNJABI,Pop,GURU RANDHAWA,9
CAN'T HELP FALLING IN LOVE,1993,BLUE HAWAII,2:59,POP,https://gaana.com/song/cant-help-falling-in-love-131,ENGLISH,Pop,OTHERS,9.1
Main Shayar To Nahin,1973,Bobby,5:34,love,https://gaana.com/song/main-shair-to-nahin-2,HINDI,Love,OTHERS,9.3
