SONG NAME,YEAR,ALBUM/MOVIE NAME,DURATION,TYPE,LINK,LANGUAGE,GENRE,SINGERS,RATING
Paani Hashtag,2017,Hashtag,4:08,Party Song,https://gaana.com/artist/meet-kaur/albums,PUNJABI,Party,YO YO HONEY SINGH,7.5
Pink Lips,2014,Hate Story 2,4:15,love,https://gaana.com/song/pink-lips,HINDI,Love,OTHERS,7.8
Hath Tera Fadke,2016,Hatth Tera fad ke,4:50,Silent Pop,https://gaana.com/album/hath-tera-fad-ke,PUNJABI,Pop,NAUMAN KHALID,6
Hattrick,2016,Hattrick,3:40,Party Song,https://gaana.com/album/hat-trick-,PUNJABI,Party,MIKA SINGH,6.5
Teri Galiyon Mein,1974,Hawas,4:43,sad love,https://gaana.com/song/teri-galiyon-mein-6,HINDI,Love,MOHAMMED RAFI,7.6
Headline,2017,headline,3:17,Rock,https://gaana.com/song/headline-49,PUNJABI,Pop,ASHISH SARDANA,6.5
Hick Vich,2016,Hick Vich,4:34,Sad,https://gaana.com/song/hik-vich-jaan,PUNJABI,life,OTHERS,6.5
High Rated Gabru,2017,High Rated Gabru,3:37,Rock,https://gaana.com/song/high-rated-gabru-1?autoplay=true,PUNJABI,Other,GURU RANDHAWA,8
Oh Ho HO Ho,2017,Hindi Medium,4:05,Rock,https://gaana.com/song/oh-ho-ho-ho?autoplay=true,PUNJABI,Pop,OTHERS,9
Suit Suit karda,2017,Hindi Medium,3:10,Romantic rock,https://gaana.com/song/suit-suit?autoplay=true,PUNJABI,Love,GURU RANDHAWA,8.5
Hoyi Jatt Di Lyrics,2017,Hoi Jaat Di,4:05,Basic,https://gaana.com/song/hoyi-jatt-di,PUNJABI,Other,OTHERS,9
GOODBYES,2019,HOLLYWOODS BLEEDING,2:56,TRAP,https://gaana.com/song/goodbyes-57,ENGLISH,Party,SELENA GOMEZ,8.4
LOVE ROLLERCOASTER,1976,HONEY,4:05,FUNK,https://gaana.com/song/love-rollercoaster-67,ENGLISH,Party,TAYLOR SWIFT,6.1
ALONE,2018,HOPELESS FOUNTAIN KINGDOM,3:27,DARK POP,https://gaana.com/song/alone-1435,ENGLISH,Pop,OTHERS,7.5
Hostel,2017,Hostel,5:35,Pop,https://gaana.com/song/hostel-7?autoplay=true,PUNJABI,Other,OTHERS,6.5
LOVE ME LESS,2019,HOUSE OF DIVINE,2:57,POP,https://gaana.com/song/love-me-less-feat-quinn-xcii,ENGLISH,Pop,OTHERS,7.3
THE GIT UP,2019,HOUSE OF DIVINE,3:02,RAP,https://gaana.com/song/the-git-up-1,ENGLISH,Other,ARIANA GRANDE,8.1
Dhiktana,1994,Hum Aapke Hain Koun,5:21,entertaining,https://gaana.com/song/dhiktana-1,HINDI,Other,S. P. BALASUBRAHMANYAM,8.7
Hum Aapke Hain Koun,1994,Hum Aapke Hain Koun,4:00,entertaining,https://gaana.com/song/hum-aapke-hain-koun-1,HINDI,Other,S. P. BALASUBRAHMANYAM,8.7
Joote De Do Paise Le Lo,1994,Hum Aapke Hain Koun,4:36,entertaining,https://gaana.com/song/joote-de-do-paise-le-lo,HINDI,Other,S. P. BALASUBRAHMANYAM,7.8
Mausam Ka Jaadu,1994,Hum Aapke Hain Koun,5:03,"Entertaning,love",https://gaana.com/song/mausam-ka-jaadu,HINDI,Love,S. P. BALASUBRAHMANYAM,8.4
maye ni maye,1994,Hum Aapke Hain Koun,4:21,love,https://gaana.com/song/maye-ni-maye,HINDI,Love,LATA MANGESHKAR,8.5
Mujhse Juda Hokar,1994,Hum Aapke Hain Koun,6:02,"love,sad love",https://gaana.com/song/mujhse-juda-hokar,HINDI,Love,LATA MANGESHKAR,7.8
Pehla Pehla Pyar,1994,Hum Aapke Hain Koun,4:26,Romantic Love,https://gaana.com/song/pehla-pehla-pyar-2,HINDI,Love,S. P. BALASUBRAHMANYAM,8.6
wah wah ramji,1994,Hum Aapke Hain Koun,4:15,love,https://gaana.com/song/wah-wah-ramji,HINDI,Love,S. P. BALASUBRAHMANYAM,9.3
Puja Ke Do Phool Chadhakar,1957,Hum Panchhi Ek Daal Ke,3:39,Devotional,https://gaana.com/song/puja-ke-do-phool-chadhakar,HINDI,Devotional,ASHA BHOSALE,8.6
Maiyya Yashoda,1999,Hum Saath - Saath Hai,6:24,Devotional,https://gaana.com/song/maiya-yashoda-1,HINDI,Devotional,ALKA YAGNIK,8.9
A B C D,1999,Hum Saath Saath Hain,4:32,Entertainig,https://gaana.com/song/a-b-c-d-e-f-g-h-i,HINDI,Other,MOHAMMED RAFI,8.6
Chote Chote Bhaiyon Ke,1999,Hum Saath-Saath Hain,4:49,love,https://gaana.com/song/chote-chote-bhaiyon-ke-bade-bhaiya,HINDI,Love,UDIT NARAYAN,9.1
Sunoji Dulhan,1999,Hum Saath-Saath Hain,5:02,love,https://gaana.com/song/sunoji-dulhan-ek-bat-sunoji,HINDI,Love,UDIT NARAYAN,7.8
Ajanabi tum jane pahechane se lagate ho,1965,Hum Sab Ustad Hai,4:06,retro song,https://gaana.com/song/ajnabi-tum-jane-pehchane-se-1,HINDI,Other,KISHOR KUMAR,7
Phoolo Ka Taaro Ka,1971,hum tumhare hai sanam,6:30,love,https://gaana.com/song/taaron-ka-chamakta,HINDI,Love,KISHOR KUMAR,7.9
Samjhawan,2014,Humpty Sharma Ki Dulhania,4:29,love,https://gaana.com/song/samjhawan,HINDI,Love,ARIJIT SINGH,9.6
Saturday Saturday,2013,Humpty Sharma Ki Dulhania,3:31,entertaining,https://gaana.com/song/saturday-saturday-9,HINDI,Other,BADSHAH,8.4
Caller Tune,2017,Humshakals,4:33,love,https://gaana.com/song/caller-tune,HINDI,Love,OTHERS,8.3
I'LL MAKE LOVE TO YOU,1994,II,4:07,R&B,https://gaana.com/song/ill-make-love-to-you-2,ENGLISH,Other,JUSTIN BIEBER,7.3
SHE LOVES YOU,1964,I'LL GET YOU,2:18,POP,https://gaana.com/song/she-loves-you-as-made-famous-by-the-beatles-2,ENGLISH,Pop,BOYS LIKE GIRLS,9.8
Ruk Jana Nahi Tu Kahi Haar Ke,1974,Imtihaan,3:07,Motivational,https://gaana.com/song/ruk-jana-nahin-3,HINDI,life,KISHOR KUMAR,7.8
PART-TIME LOVER,1985,IN SQUARE CIRCLE,4:12,ROMANCE,https://gaana.com/song/part-time-lover-9,ENGLISH,Love,OTHERS,6
Aashayein Aashayein,2005,Iqbal,4:20,Motivational,https://gaana.com/song/aashayein-2,HINDI,life,OTHERS,9.7
Bhijun Gela Vara,2010,Irada Pakka,0:04:26,Romantic,https://www.jiosaavn.com/song/bhijun-gela-vara/BTwyRSxKW3w,MARATHI,Love,NILESH MOHARIR,6.8
Ishare Tere,2018,Ishare tere,3:16,"Pop,Hip hop",https://gaana.com/song/ishare-tere?autoplay=true,PUNJABI,Pop,GURU RANDHAWA,9.5
Charkha,2019,Ishq kahani,5:05,sad,https://gaana.com/song/charkha-66,PUNJABI,life,HARDY SANDHU,7.5
Ishq Kahani,2017,Ishq kahani,3:30,BrokenHeart,https://gaana.com/song/ishq-kahani-3?autoplay=true,PUNJABI,Other,NEHA KAKKAR,6.8
De Bhi Chuke Hum Dil Nazrana,1952,Jaal,3:19,love,https://gaana.com/song/de-bhi-chuke-hum-dil-nazrana,HINDI,Love,KISHOR KUMAR,7.5
Jaani Tera Naa,2017,Jaan Teri Na,3:25,Happy,https://gaana.com/song/jaani-tera-naa?autoplay=true,PUNJABI,life,OTHERS,6
Tera Naa,2017,Jaan Teri Na,3:26,Rock,https://gaana.com/song/jaani-tera-naa?autoplay=true,PUNJABI,Pop,OTHERS,8.5
Har Kisi Ko Nahi Milta,1986,Jaanbaz,4:57,love,https://gaana.com/song/har-kisiko-nahin-milta-yahan-pyar-3,HINDI,Love,OTHERS,8.1
challa,2012,Jab Tak Hai Jan,5:12,Rock,https://gaana.com/song/challa-17?autoplay=true,PUNJABI,Other,ASHISH SARDANA,8
Heer,2012,Jab Tak Hai Jan,3:26,Rock,https://gaana.com/song/heer-13?autoplay=true,PUNJABI,Pop,OTHERS,9
Tum Se Hi,2007,Jab We Met,5:21,love,https://gaana.com/song/tum-se-hii,HINDI,Love,SUNIDHI CHAUHAN,8.9
Tu Hai Ya Nahin Bhagwan,1957,Janam Janam Ke Phere,3:22,Devotional,https://gaana.com/song/tu-hai-ya-nahin-bhagwan,HINDI,Devotional,MOHAMMED RAFI,8.9
Zara Sa,2011,Jannat,5:04,love,https://gaana.com/song/zara-sa-3,HINDI,Love,OTHERS,8.7
Kombadi palali,2006,Jatra,0:05:05,Comedy,https://www.jiosaavn.com/song/kombadi-palali/OyoBSDV6WGs,MARATHI,Other,OTHERS,8.5
Kombadi Palali,2006,Jatra,0:06:46,Comedy,https://www.jiosaavn.com/song/kombadi-palali/OyoBSDV6WGs,MARATHI,Other,OTHERS,5
Ye Go Ye Ye Maina,2005,Jatra,0:04:26,Complement,https://www.jiosaavn.com/song/ye-go-ye-ye-maina/R1E7dAJVYVE,MARATHI,Other,AJAY-ATUL,6.5
Jatt Da Blood,2016,Jatt DA Blood,3:04,Pop,https://gaana.com/song/jatt-da-blood-1,PUNJABI,Pop,OTHERS,6.5
Dolby Walya,2016,Jau Dya Na Balasaheb,0:06:17,Chill,"https://www.jiosaavn.com/song/dolby-walya/GEVbdBN,f0U",MARATHI,Other,OTHERS,8.9
Vaat Disu De,2016,Jau Dya Na Balasaheb,0:05:31,Happy,https://www.jiosaavn.com/song/vaat-disu-de/BAsdeTx8UFg,MARATHI,life,AJAY-ATUL,8.5
Agar saj chheda,1972,Jawani Diwani,3:25,"retro song,love",https://gaana.com/song/agar-saaz-chheda,HINDI,Love,ASHA BHOSALE,7.2
Aaj Raat Ka Scene,2015,Jazbaa,3:30,entertaining,https://gaana.com/song/aaj-raat-ka-scene-1,HINDI,Other,BADSHAH,7.6
THE POWER OF LOVE,1985,JENNIFER RUSH,6:00,POP,https://gaana.com/song/the-power-of-love-28,ENGLISH,Pop,OTHERS,7.8
Aasaman ke neeche,1967,Jewel Thief,3:56,retro song,https://gaana.com/song/aasman-ke-neeche-2,HINDI,Other,LATA MANGESHKAR,8.3
Murli Manohar,1955,Jhanak Jhanak Payal Baje,5:11,Devotional,https://gaana.com/song/murli-manohar,HINDI,Devotional,LATA MANGESHKAR,9.7
Ge Ge Geli Zara Timbaktu Kathamandu,1961,Jhomroo,5:23,entertaining,https://gaana.com/song/ge-ge-geli-zara-timbaktu-kathmandu,HINDI,Other,KISHOR KUMAR,7.9
He Jhoome re Jhoome Dil Mera,1961,Jhoomroo,3:24,entertaining,https://gaana.com/song/he-jhoome-re-jhoome-dil-mera,HINDI,Other,ASHA BHOSALE,6.2
Jimmy Choo choo,2017,Jimmy choo choo,3:41,Rock,https://gaana.com/song/jimmy-choo-choo-feat-ikka?autoplay=true,PUNJABI,Other,DILJIT DOSANJH,7
Jio Wala Sim,2016,jio wala Sim,3:43,Pop,https://gaana.com/song/jio-wala-sim-1?autoplay=true,PUNJABI,Pop,DILJIT DOSANJH,6.5
Jaadu Hai Nasha Hai,2003,Jism,5:29,love,https://gaana.com/song/jaadu-hai-nasha,HINDI,Love,ALKA YAGNIK,8.5
Jivalaga Sajana,1994,Jivalaga,0:04:17,Romantic,https://www.jiosaavn.com/song/ye-jivlag-sajani/OgERXh8HR1w,MARATHI,Love,AJAY-ATUL,8
Pehla Nasha,1992,Jo Jeeta Wohi Sikandar,4:51,love,https://gaana.com/song/pehla-nasha-1,HINDI,Love,UDIT NARAYAN,9.2
Yahan Ke Hum Sikandar,1992,Jo Jeeta Wohi Sikandar,5:29,motivational,https://gaana.com/song/yahan-ke-hum-sikandar,HINDI,life,UDIT NARAYAN,9.2
Jiv Rangala,2012,Jogwa,0:04:26,Fusion,https://www.jiosaavn.com/song/jiv-rangala/AjoCXy1oWVY,MARATHI,Other,OTHERS,9
I WILL ALWAYS LOVE YOU,1974,JOLENE,2:53,COUNTRY,https://gaana.com/song/i-will-always-love-you-57,ENGLISH,Party,TAYLOR SWIFT,8.5
RESCUE ME,2019,JOYTIME III,3:57,POP,https://gaana.com/song/just-us-65,ENGLISH,Pop,OTHERS,6.8
Wakhra swag,2019,Judgemental Hai kya,3:40,Rock,https://gaana.com/song/wakhra-swag-3?autoplay=true,PUNJABI,Pop,ASHISH SARDANA,8
tera aana tera jaana,1994,judwaa,4:53,romanti love,https://gaana.com/song/tera-aana-tera-jaana,HINDI,Love,KUMAR SANU,8.6
Dil Kya Kare,1975,Julie,6:47,love,https://gaana.com/song/dil-kya-kare-41,HINDI,Love,KISHOR KUMAR,9.7
Kaabil Hoon,2017,Kaabil,5:14,love,https://gaana.com/song/kaabil-hoon,HINDI,Love,OTHERS,8.1
Love Letter,2017,Kaabil,4:01,Rock,https://gaana.com/song/luv-letter-4?autoplay=true,PUNJABI,Pop,KANIKA KAPOOR,8.5
Jahan Teri Yeh Nazar Hai,1981,Kaalia,5:26,entertaining,https://gaana.com/song/jahan-teri-yeh-nazar-hai,HINDI,Other,KISHORE KUMAR,7.5
Mitwa,2006,Kabhi Alvida Na Kehna,6:24,love,https://gaana.com/song/mitwa-12,HINDI,Love,OTHERS,9.6
Kabhi Kabhi Mere Dil Mein,1976,Kabhi Kabhi,5:01,sad love,https://gaana.com/song/kabhi-kabhi-21,HINDI,Love,OTHERS,8.4
Bole Chudiyan,2001,Kabhi Khushi Kabhie Gham,6:48,love,https://gaana.com/song/bole-chudiyan-from-kabhi-khushi-kabhie-gham,HINDI,Love,ARIJIT SINGH,7.9
Na Tum Jaano Na Hum,2000,Kaho Na Pyar Hai,6:23,love,https://gaana.com/song/na-tum-jano-na-hum,HINDI,Love,OTHERS,8.1
Love Me,2016,Kaiza Feat,3:43,Pop,https://www.jiosaavn.com/lyrics/love-me-lyrics/OS4TVQB-Dlo,PUNJABI,Pop,OTHERS,7.5
Aap yahan aaye kisliye,1971,kal aaj aur kal,6:53,retro song,https://gaana.com/song/aap-yahan-aaye-kisliye,HINDI,Other,ASHA BHOSALE,8.9
Bhanvare Ki Gunjan,1971,kal aaj aur kal,4:25,retro song,https://gaana.com/song/bhanware-ki-gunjan,HINDI,Other,KISHOR KUMAR,8.6
Hum jab Honge Saath Sal ke,1971,Kal Aaj Aur Kal,4:57,"retro song,entertaning",https://gaana.com/song/hum-jab-honge-saath-saal-ke,HINDI,Other,KISHOR KUMAR,8.6
Neele Neele Ambar Par,1983,Kalakaar,5:20,love,https://gaana.com/song/neele-neele-ambar-par-male-version,HINDI,Love,KISHOR KUMAR,8.9
Kalli Kalli Paag,2017,Kali kali paag,3:50,pop,https://gaana.com/song/kalli-kalli-pagg,PUNJABI,Pop,OTHERS,6.5
Jiya Dhadak Dhadak Jaye,2005,Kalyug,5:20,love,https://gaana.com/song/jiya-dhadak-dhadak-jaye-1,HINDI,Love,RAHAT FATEH ALI KHAN,8.4
Kaniyan,2017,Kaniyan,4:09,Romantic,https://gaana.com/song/kaniyan?autoplay=true,PUNJABI,Love,GURU RANDHAWA,6.5
Kar Gayi Chull,2016,Kapoor & Sons,3:08,entertaining,https://gaana.com/song/kar-gayi-chull,HINDI,Other,BADSHAH,8.4
Dard-E-Dil,1980,Karz,6:57,love,https://gaana.com/song/dard-e-dil-dard-e-jigar,HINDI,Love,MOHAMMED RAFI,7.8
Aaj na chhodenge,1970,Kati patang,5:16,retro song,https://gaana.com/song/aaj-na-chhodenge-1,HINDI,Other,KISHOR KUMAR,8.3
Yeah Jo Mohabbat Hai,1970,Kati Patang,4:08,love,https://gaana.com/song/yeh-jo-mohabbat-hai-5,HINDI,Love,KISHOR KUMAR,8.3
Yeh Shaam Mastani,1970,Kati Patang,5:03,love,https://gaana.com/song/yeh-sham-mastani-5,HINDI,Love,KISHOR KUMAR,8.7
Bhola Bhandari,2015,Katyar Kaljat Ghusli,0:03:28,Religious,https://www.jiosaavn.com/song/bhola-bhandari/SAQnZyJDYH4,MARATHI,Devotional,NILESH MOHARIR,9.5
Man Mandira,2015,Katyar Kaljat Ghusli,0:04:48,Slow,https://www.jiosaavn.com/song/vithala-vithala-konta-zenda/PQNcewxAX0A,MARATHI,Other,OTHERS,8.9
Khanderaya Zaali Majhi Daina,2018,Khanderaya Zaali Majhi Daina,0:03:55,Religious,https://www.jiosaavn.com/song/khanderaya-zaali-majhi-daina/MixZawVIX2Y,MARATHI,Devotional,SHAAN,9.2
Dekha Teri Mast Nigahon Mein,1992,Khiladi,8:29,love,https://gaana.com/song/dekha-teri-mast-nigahon-mein,HINDI,Love,KUMAR SANU,8.4
Abhi Toh Party Shuru Hui Hai,2015,Khoobsurat,3:00,rock,https://gaana.com/song/abhi-toh-party-shuru-hui-hai,HINDI,Pop,BADSHAH,8.3
Khoon Khaulda,2018,Khoon khaulda,3:14,Rock,https://www.jiosaavn.com/song/Khoon-Khaulda/FBgZfCRadHU?autoplay=enabled,PUNJABI,Pop,ASHISH SARDANA,7.5
Tu Na Ja Mere Badshah,1992,Khuda Gawah,5:07,love,https://gaana.com/song/tu-na-jaa-mere-baadshah,HINDI,Love,SUNIDHI CHAUHAN,6.7
High Heels Te Nachche,2016,Ki & Ka,2:57,Rock,https://gaana.com/song/high-heels-30?autoplay=true,PUNJABI,Pop,OTHERS,8
Yaar Na Miley,2014,Kick,4:03,rock,https://gaana.com/song/yaar-naa-miley,HINDI,Pop,YO YO HONEY SINGH,7.8
Kithe Reh Gaya,2019,Kithe Reh Gaya,4:11,Wedding,https://gaana.com/song/kithe-reh-gaya?autoplay=true,PUNJABI,Other,OTHERS,8
Mera Jeevan Kora Kagaz,1974,Kora Kagaz,3:35,life,https://gaana.com/song/mera-jeevan-kora-kagaz,HINDI,life,KISHOR KUMAR,8.1
Munda Tu Hai Punjabi Sona,1999,Kuch Kuch Dil Me,4:20,Happy,https://gaana.com/song/munda-tu-hai-punjabi-sona,PUNJABI,life,DILPREET DHILLON,7
Paani Wala Dance,2015,Kuch Kuch Locha Hai,3:58,rock,https://gaana.com/song/paani-waala-dance,HINDI,Pop,OTHERS,9.1
Humein Tumese Pyaar Kitna,1981,Kudrat,4:53,love,https://gaana.com/song/humen-tumse-pyar-kitna,HINDI,Love,NEHA KAKKAR,7.2
Chand Matla,2016,Laal Ishq,0:04:48,Romantic,https://www.jiosaavn.com/song/chand-matla/BEUxBwJhcnc,MARATHI,Love,VAISHALI SAMANT,8.7
Apni To Jaise Taise,1981,Laawaris,8:03,entertaining,https://gaana.com/song/apni-to-jaise-taise,HINDI,Other,KISHOR KUMAR,8.4
Tu Bhet Na,2017,Lagna Mubarak,0:04:48,Romantic,https://www.jiosaavn.com/song/tu-bhet-na/CiAZfAFDX2Y,MARATHI,Love,NILESH MOHARIR,7.2
Lahore,2017,Lahore,3:55,Pop,https://gaana.com/song/lahore-9?autoplay=true,PUNJABI,Pop,GURU RANDHAWA,9
Mauli Mauli,2014,Lai Bhaari,0:05:05,Religious,https://www.jiosaavn.com/song/mauli-mauli/Ly4Ed0ddB3k,MARATHI,Devotional,SHANKAR MAHADEVAN,9
Siti wajhe Chobare,1980,Lakhi Banjara Siti Vaje Chobare,2:47,Swag,https://gaana.com/song/siti-wajhe-chobare?autoplay=true,PUNJABI,Other,MIKA SINGH,6
Chanda O Chanda,1971,Lakhon Mein Ek,3:09,retro song,https://gaana.com/song/chanda-o-chanda-2,HINDI,Other,KISHOR KUMAR,9.6
lakshya,2004,Lakshya,6:16,patriotic,https://gaana.com/song/lakshya,HINDI,Other,OTHERS,9.1
Geet Gaata Hoon Main,1971,Lal Patthar,3:33,entertaining,https://gaana.com/song/geet-gata-hoon-main,HINDI,Other,KISHOR KUMAR,8.2
Geet Gata Hoon Main,1971,Lal Patthar,3:33,"retro song,entertaning",https://gaana.com/song/geet-gata-hoon-main,HINDI,Other,KISHOR KUMAR,7.1
Chafa Bolena,1996,Lata,0:03:55,Love,https://www.jiosaavn.com/song/chafa-bolena/NAYAYDlhQ3A,MARATHI,Love,AJAY-ATUL,7.9
Lathe Di Chadar,1990,Lathe Di Chadar,3:03,Swag,https://gaana.com/song/lathe-di-chadar-16?autoplay=true,PUNJABI,Other,YO YO HONEY SINGH,8
Mera Laung Gawacha,2017,Laung Gawacha Single,3:53,Punjabi folk,https://gaana.com/song/mera-laung-gawacha?autoplay=true,PUNJABI,Other,DILJIT DOSANJH,7.5
Le chak Main aa Gaya,2017,Le chak Mai Aa Gaya,4:41,Happy,https://gaana.com/song/le-chakk-main-aa-geya?autoplay=true,PUNJABI,Pop,ASHISH SARDANA,8
Ki Banu Dunian Da,2005,legends volume 2,8:03,Rock,https://gaana.com/song/ki-banu-duniya-da-5?autoplay=true,PUNJABI,life,DILJIT DOSANJH,5
COMPLICATED,2002,LET GO,4:04,POP ROCK,https://gaana.com/song/complicated-268,ENGLISH,Pop,AVRIL LAVIGNE,8.1
I'M WITH YOU,2002,LET GO,3:43,ROCK,https://gaana.com/song/im-with-you-10,ENGLISH,Pop,AVRIL LAVIGNE,8.3
LOSING GRIP,2003,LET GO,3:54,POST GRUNGE,https://gaana.com/song/losing-grip-34,ENGLISH,life,AVRIL LAVIGNE,8
SK8ER BOI,2002,LET GO,3:24,POP PUNK,https://gaana.com/song/sk8ter-boi-2,ENGLISH,Pop,AVRIL LAVIGNE,8.2
Let The Music Play,2010,Let The Music Play,3:14,Pop,https://gaana.com/song/let-the-music-play-13?autoplay=true,PUNJABI,Pop,GURU RANDHAWA,9
Life,2019,Life,3:27,Rock,https://gaana.com/song/life-1033?autoplay=true,PUNJABI,Love,OTHERS,7
Baatein Kuch Ankahee Si,2007,Life in A… Metro,4:19,love,https://gaana.com/song/baatein-kuch-ankahee-si-3,HINDI,Love,OTHERS,9.2
Aaj Mausam Bada Beimaan Hai,1973,Loafer,6:14,retro song,https://gaana.com/song/aaj-mausam-bada-beimaan-hai,HINDI,Other,MOHAMMED RAFI,8.7
Bhagwan Teri Duniya Mein,1953,loafer,5:53,Devotional,https://gaana.com/song/duniya-mein-tera-hai-bada-naam,HINDI,Devotional,ASHA BHOSALE,8.5
Lamian Caran,2013,Long car,3:09,Rock,https://gaana.com/song/lamian-caran?autoplay=true,PUNJABI,Pop,KANIKA KAPOOR,5.5
Aahun Aahun,2009,Love Aaj Kal,4:50,Party,https://gaana.com/playlist/rubirubi-awnbw-ahunahun,PUNJABI,Party,DILJIT DOSANJH,7.5
Ajj Din Chadheya,2009,Love Aaj Kal,5:15,Sad,https://gaana.com/song/ajj-din-chadheya?autoplay=true,PUNJABI,life,ASHISH SARDANA,8
Twist,2009,Love Aaj Kal,4:59,Party,https://gaana.com/song/twist-15?autoplay=true,PUNJABI,Party,NEHA KAKKAR,9
LOVE DRUNK,2009,LOVE DRUNK,3:47,POP ROCK,https://gaana.com/song/love-drunk-2,ENGLISH,Pop,BOYS LIKE GIRLS,7.3
TWO IS BETTER THAN ONE,2009,LOVE DRUNK,4:02,POP ROCK,https://gaana.com/song/two-is-better-than-one-1,ENGLISH,Pop,TAYLOR SWIFT,7.2
Dekho Maine Dekha Hain,1983,Love Story,5:37,retro song,https://gaana.com/song/dekho-maine-dekha-hai-ek-sapna,HINDI,Other,LATA MANGESHKAR,7.3
YOU NEED TO CALM DOWN,2019,LOVER,2:51,POP,https://gaana.com/song/you-need-to-calm-down,ENGLISH,Pop,TAYLOR SWIFT,9.7
Mai dekhu teri photo,2016,Luka Chupi,2:23,Romantic pop,https://www.jiosaavn.com/lyrics/photo-lyrics/AhkOdDhURkY,PUNJABI,Pop,NEHA KAKKAR,8
Mann Nahi Karida,2017,Maan Nhi Karida,4:02,Pop,https://gaana.com/song/maan-nahi-karida,PUNJABI,Pop,DILJIT DOSANJH,6
Aaj lakshmi cha roop kasa,1991,Maherchi Saadi,0:04:07,Religious,"https://www.jiosaavn.com/album/manik-rang-manik-varma-bhavgeete-n-bhaktigeete/nC,iHV4dOVE_",PUNJABI,Devotional,NEHA KAKKAR,8.7
Dubhangli Dhava Karate,1991,Maherchi Saadi,0:08:22,Sad,https://www.jiosaavn.com/song/dhava/KV49UzVCBQc,MARATHI,life,AJAY-ATUL,6.5
Main Deewani,2019,Main Deewani,5:50,Sad,https://gaana.com/song/main-deewani-3,PUNJABI,life,NEHA KAKKAR,8
Aaja Shaam Hone Aayee,1989,Maine Pyar Kiya,5:14,love,https://gaana.com/song/aaja-sham-hone-aayee,HINDI,Love,S. P. BALASUBRAHMANYAM,8.7
Aaya Mausam Dosti Ka,1989,maine Pyar Kiya,6:47,love,https://gaana.com/song/aaya-mausam-dosti-ka-1,HINDI,Love,S. P. BALASUBRAHMANYAM,5.4
Dil Deewana,1989,Maine Pyar Kiya,5:55,love,https://gaana.com/song/dil-deewana-4,HINDI,Love,LATA MANGESHKAR,8.1
Mere Rang Mein Rangane Wali,1989,Maine Pyar Kiya,6:54,love,https://gaana.com/song/mere-rang-mein-rangne-wali,HINDI,Love,S. P. BALASUBRAHMANYAM,9.6
Swargahuni Sunder Gharte,1986,Majh Ghar Majha Sansar,0:04:00,Happy,https://www.hungama.com/song/swargahun-sunder-rashinagaon/284053/,MARATHI,life,USHA MANGESHKAR,7.2
Krishna Krishna Nandkishora,1988,Majha Pati Karodpati,0:06:02,Religious,https://www.jiosaavn.com/song/krishna-krishna-nandkishora/BTEIAisBe3Q,MARATHI,Devotional,OTHERS,9.2
Raat Ashi Preet Ashi,1988,Majha Pati Karodpati,0:05:54,Romantic,https://www.jiosaavn.com/song/raat-ashi-preet-ashi/PC0ddiV9UlQ,MARATHI,Love,USHA MANGESHKAR,8
Tujhi Majhi Jodi Jamli,1988,Majha Pati Karodpati,0:05:38,Chill,"https://www.jiosaavn.com/song/tujhi-majhi-jodi-jamli/SSk,AQZ1RmU",MARATHI,Other,SHAAN,8.3
Pyar Kiya To Nibhana,1999,Major Saab,5:10,romantic love,https://gaana.com/song/pyar-kiya-to-nibhana,HINDI,Love,UDIT NARAYAN,8.7
Pappa Saanga Kunache,1973,Mamachya Gavala Javoo Ya,0:04:17,Happy,https://www.jiosaavn.com/song/pappa-saanga-kunache/BC4EfDNqVXU,MARATHI,life,NILESH MOHARIR,5
Sar Sukhachi Shravani,2013,Mangalashtak Once More,0:06:17,Slow,https://www.jiosaavn.com/song/sar-sukhachi-shravani/FQESARxafgA,MARATHI,Other,AJAY-ATUL,7.2
Vekh ke Hasdi,2017,Manje Bistree,4:04,Romantic,https://gaana.com/song/vekh-ke-hasdi?autoplay=true,PUNJABI,Love,OTHERS,8.5
Naina,2019,Manje Bistree 2,3:20,Sad,https://gaana.com/song/naina-89,PUNJABI,life,DILPREET DHILLON,7.2
Manje Bistre,2017,Manje mistree,3:35,Traditional,https://gaana.com/album/manje-bistre,PUNJABI,Other,MIKA SINGH,7
Rim Jhim Gire Sawan,1972,Manzil,3:56,love,https://gaana.com/song/rimjhim-gire-sawan-2,HINDI,Love,KISHOR KUMAR,8.5
VISION OF LOVE,1990,MARIAH CAREY,3:29,R&B,https://gaana.com/song/vision-of-love-2,ENGLISH,Other,SELENA GOMEZ,6.5
Chupke Se Dil Dede,1971,Maryada,3:28,"retro song,romantic love",https://gaana.com/song/chupke-se-dil-dede,HINDI,Other,LATA MANGESHKAR,9.1
Gussa Itana Haseen Hai To,1971,Maryada,3:43,"retro song,love",https://gaana.com/song/gussa-itna-haseen-hai-to,HINDI,Other,KISHOR KUMAR,8.2
Tujhse Naraz,1983,Masoom,5:41,"love,life",https://gaana.com/song/tujhse-naraz-nahin-zindagi,HINDI,life,LATA MANGESHKAR,8.4
Dhuvun Taak,2018,Mauli,0:03:18,Party,https://www.jiosaavn.com/song/dhuvun-taak/QV4GZiNeWXI,MARATHI,Party,ANIL MOHILE,8
