SR NO,SONG NAME,YEAR,ALBUM/MOVIE NAME,DURATION,TYPE,LINK,LANGUAGE,GENRE,SINGERS,RATING
357,Jab Se Tere Naina,2007,Saawariya,4:45,romantic,https://gaana.com/song/jab-se-tere-naina-2,HINDI,Love,Shaan,8.6
358,“Tumhe Apna Banane Ki Kasam”,1991,Sadak,5:43,romantic,https://gaana.com/song/tumhein-ap-bane-ki-kasam-khai-hai,HINDI,Love,Anuradha Paudwal,8.3
359,Hum Bewafa Hargiz Na The,1978,Shalimar,2:07,love,https://gaana.com/song/hum-bewafa-hargiz-na-thay,HINDI,Love,Kishore Kumar,7.3
360,“Pehli Pehli Baar Mohabbat Ki Hai”,1991,Sirf Tum,7:40,love,https://gaana.com/song/pehli-pehli-baar-mohabbat-ki-hai,HINDI,Love,Kumar Sanu,8.5
361,Shayad Meri Shaadi Ka Khayal,1983,Souten,6:39,love,https://gaana.com/song/shayad-meri-shaadi,HINDI,Love,Lata Mangeshkar,8.3
362,Hazaar Rahein Mud Ke Dekhi,1980,Thodisi Bewafaii,5:19,sad love,https://gaana.com/song/hazaar-rahen,HINDI,Love,Kishore Kumar,7.6
363,Dil Diyan Gallan,2017,Tiger Zinda Hai,4:21,love,https://gaana.com/song/dil-diyan-gallan-8,HINDI,Love,Atif Aslam,8.5
364,Ban JaTu Meri Rani,2008,Tumhari Sulu,3:46,romantic love,https://gaana.com/song/ban-ja-rani,HINDI,Love,Guru Randhawa,8.6
365,Pani Da Rang,2012,Vicky Donor,4:01,romantic love,https://gaana.com/song/pani-da-rang-male,HINDI,Love,Ayushmann Khurrana,8.4
366,Chhookar Mere Mann Ko Kiya Tune Kya Ishaara,1981,Yaarana,4:13,love,https://gaana.com/song/chhu-kar-mere-manko,HINDI,Love,Kishore Kumar,8.3
367,Kabira,2013,Yeh Jaawaani Hai Deewani,3:44,love,https://gaana.com/song/kabira-1,HINDI,Love,others,9
368,Labon Ka Karobar,2016,befikre,3:56,love,https://gaana.com/song/labon-ka-karobaar,HINDI,Love,papon,8.5
369,“Choodi Baji Hai”,1997,Yes Boss,5:05,love,https://gaana.com/song/choodi-baji-hai,HINDI,Love,Udit Narayan,7:04
370,Who Lahme Who Baatein,2005,Zeher,5:20,love,https://gaana.com/song/woh-lamhe,HINDI,Love,Atif Aslam,8.6
371,Zoobi Doobi,2009,3 Idiots,4:07,love,https://gaana.com/song/zoobi-doobi,HINDI,Love,Sonu Nigam,9.1/10
372,Bas Tu Hai,2018,3 Storeys,4:23,love,https://gaana.com/song/bas-tu-hai,HINDI,Love,Arijit Singh,9.2/10
373,Raasleela,2018,3 Storeys,4:07,love,https://gaana.com/song/raasleela-3,HINDI,Love,others,9.3/10
374,Awaara,2011,7 Khoon Maaf,5:32,love,https://gaana.com/song/awaara-14,HINDI,Love,others,9.6/10
375,Tera Saath Ho,2012,7 Welcome To London,3:41,sad love,https://gaana.com/song/tera-saath-ho,HINDI,Love,others,9.5/10
376,Toota Jo Kabhi Tara,2016,A Flying Jatt,5:05,love,https://gaana.com/song/toota-jo-kabhi-tara,HINDI,Love,Atif Aslam,9.3/10
377,Khair Mangda,2016,A Flying Jatt,4:18,love,https://gaana.com/song/khair-mangda-1,HINDI,Love,Atif Aslam,9.3/10
378,Laagi Na Choote,2017,A Gentleman,3:30,love,https://gaana.com/song/laagi-na-choote,HINDI,Love,Arijit Singh,9.3/10
379,Baat Ban Jaaye,2017,A Gentleman,3:12,love,https://gaana.com/song/baat-ban-jaye-3,HINDI,Love,others,8.8/10
380,Tera Mujhse Hai Pehle Ka Naata Koi,1973,Aa Gale Lag Jaa,5:40,romance,https://gaana.com/song/tera-mujhse,HINDI,Love,Kishore Kumar,9.2/10
381,Wada Karo Nahi Chodoge,1973,Aa Gale Lag Jaa,5:12,love,https://gaana.com/song/wada-karo-3,HINDI,Love,Lata Mangeshkar,9.1/10
382,Jane Na Nazar Pehchane Jigar,1953,Aah,3:33,love,https://gaana.com/song/jane-na-nazar-pehchane-jigar,HINDI,Love,Lata Mangeshkar,9.0/10
383,O Aasman Wale,1993,Aaja Meri Jaan,5:32,love,https://gaana.com/song/o-aasman-wale-jameen-par-utar-ke-dekh-3,HINDI,Love,Sonu Nigam,8.5/10
384,Ishq Hua,2007,Aaja Nachle,4:23,love,https://gaana.com/song/ishq-hua-1,HINDI,Love,Sonu Nigam,9.4/10
385,O Re Piya,2007,Aaja Nachle,6:15,love,https://gaana.com/song/o-re-piya,HINDI,Love,Rahat Fateh Ali Khan,9.3/10
386,Saat Rang Mein Khel Rahi Hain,1985,Aakhir Kyon,4:34,romance,https://gaana.com/song/saat-rang-mein,HINDI,Love,Anuradha Paudwal,7.8/10
387,"Gori Ka Sajan, Sajan Ki Gori",1986,Aakhree Raasta,5:52,love,https://gaana.com/song/gori-ka-sajan-sajan-ki-gori,HINDI,Love,others,8.6/10
388,Jugnu Ki Payal,2004,Aan - Men At Work,6:06,love,https://gaana.com/song/jugnu-ki-payal,HINDI,Love,others,8.3/10
389,Tere Bina Zindagi Se Koi Shikwa To Nahin,1975,Aandhi,5:54,sad love,https://gaana.com/song/tere-bina-zindagi-se-1,HINDI,Love,Lata Mangeshkar,8.9/10
390,Tum Aa Gaye Ho Noor Aa Gaya Hai,1975,Aandhi,4:12,love,https://gaana.com/song/tum-aa-gaye-ho-noor-aa-gaya,HINDI,Love,Lata Mangeshkar,9.0/10
391,Is Mod Se Jaate Hain,1975,Aandhi,4:56,love,https://gaana.com/song/is-mod-se-jate-hain-1,HINDI,Love,Lata Mangeshkar,9.0/10
392,Tera Mera Milna,2007,Aap Kaa Surroor,5:51,love,https://gaana.com/song/tera-mera-milna,HINDI,Love,Himesh Reshammiya,8.9/10
393,Jhoot Nahin Bolna,2007,Aap Kaa Surroor,6:11,love,https://gaana.com/song/jhoot-nahin-bolna,HINDI,Love,Himesh Reshammiya,8.7/10
394,Tanhaiyan,2007,Aap Kaa Surroor,5:07,love,https://gaana.com/song/tanhaiyan,HINDI,Love,Himesh Reshammiya,9.3/10
395,Aap Ki Khatir,2006,Aap Ki Khatir,5:59,love,https://gaana.com/song/aap-ki-khatir-unplugged,HINDI,Love,Himesh Reshammiya,9.3/10
396,Menu Kehn De,2016,Aap Se Mausiiquii,5:26,romance,https://gaana.com/song/menu-kehn-de,HINDI,Love,Himesh Reshammiya,8.9/10
397,Every Night & Day,2016,Aap Se Mausiiquii,4:42,romance,https://gaana.com/song/every-night-and-day-remix,HINDI,Love,Himesh Reshammiya,9.4/10
398,Dil Mera Ek Aas Ka Panchhi,1961,Aas Ka Panchhi,4:13,love,https://gaana.com/song/dil-mera-ek-aas-ka-panchhi-1,HINDI,Love,others,8.9/10
399,Ae Dil Pyar Ki Manzil,1961,Aas Ka Panchhi,5:12,love,https://gaana.com/song/ae-dil-pyar-ki-manzil-2,HINDI,Love,Mukesh,8.4/10
400,De Bhi Chuke Hum Dil Nazrana,1952,Jaal,3:19,love,https://gaana.com/song/de-bhi-chuke-hum-dil-nazrana,HINDI,Love,Kishor Kumar,7.5
401,Dukhi Man Mere,1956,Funtoosh,3:27,sad love,https://gaana.com/song/dukhi-man-mere-revival,HINDI,Love,Kishor Kumar,6.8
402,Hawa Pichhale Pahar,1956,Naya Andaj,3:12,sad love,https://gaana.com/song/hawa-pichhle-pahar,HINDI,Love,Kishor Kumar,6.5
403,Aakhon mein kya ji,1957,Nau Do Gyarah,4:42,love,https://gaana.com/song/ankhon-mein-kya-ji,HINDI,Love,Asha Bhosale,7.4
404,Chhod Do Aanchal Zamana,1957,paying guest,4:11,romantic love,https://gaana.com/song/chhod-do-aanchal-zamana-kya-kahega-1,HINDI,Love,Asha Bhosale,9
405,Eena Meena Dika,1957,Aasha,3:29,love,https://gaana.com/song/eena-meena-deeka-female,HINDI,Love,Kishor Kumar,8.3
406,Hasarat Hi Rahi Hamse Bhi Kabhi,1962,Bombay Ka Chor,3:30,sad love,https://gaana.com/song/hasrat-hi-rahi-hamse-bhi,HINDI,Love,Kishor Kumar,6.9
407,Hello Hello Ji Kaho Kya Hai Ji,1962,Bombay Ka Chor,3:36,love,https://gaana.com/song/hello-hello-ji-kaho-kya-ji-from-bombay-ka-chor,HINDI,Love,Asha Bhosale,7.5
408,Aachal ke tuze,1964,Door gagan ki Chhao mein,4:40,romantic love,https://gaana.com/song/aa-chal-ke-tujhe-2,HINDI,Love,Kishor Kumar,7.9
409,Chhedo Na Meri Zulfen,1964,Ganga Ki Laharen,3:48,love,https://gaana.com/song/chhedo-na-meri-zulfen,HINDI,Love,Lata Mangeshkar,7
410,Devta Mana Aur Pooja,1971,Albela,3:35,love,https://gaana.com/song/devta-mana-aur-pooja,HINDI,Love,Lata Mangeshkar,7.6
411,Dhoondha Tujhe Lakhon Me,1971,Putalibai,3:26,"retro song,love",https://gaana.com/song/dhoonda-tujhe-lakhon-mein,HINDI,Love,Kishor Kumar,8.3
412,Hey Maine Kasam Li,1971,Tere Mere Sapane,4:03,love,https://gaana.com/song/hey-maine-kasam-li-1,HINDI,Love,Lata Mangeshkar,7.6
413,Agar saj chheda,1972,Jawani Diwani,3:25,"retro song,love",https://gaana.com/song/agar-saaz-chheda,HINDI,Love,Asha Bhosale,7.2
414,Chahe Raho Door Chahe Raho Paas,1972,Do Chor,3:31,"love,romance",https://gaana.com/song/chahe-raho-door-chahe-raho-paas,HINDI,Love,Kishore Kumar,7.9
415,Chala Jata Hoon,1972,Mere Jivan Sathi,4:30,romantic love,https://gaana.com/song/chala-jata-hoon,HINDI,Love,Kishor Kumar,9.4
416,Ashi hi banwa banwi,1989,Ashi hi banwa banwi,0:04:35,Comedy,https://www.jiosaavn.com/album/ashi-hi-banwa-banwi/fDTuKjjr6KM_,MARATHI,Other,Suresh Wadkar,7.2
417,Jhunjur Munjur,1984,Bin Kamacha Navra,0:04:56,Comedy,https://www.jiosaavn.com/song/jhunjur-munjur/Mx4-RyUCBUM,MARATHI,Other,Rajendra Vinay,6.8
418,Tujhi Majhi Jodi Jamli,1988,Majha Pati Karodpati,0:05:38,Chill,"https://www.jiosaavn.com/song/tujhi-majhi-jodi-jamli/SSk,AQZ1RmU",MARATHI,Other,Kishor Kumar,8.3
419,He Jeevan Sundar,1991,Chaukat Raja,0:06:17,Motivational,https://www.jiosaavn.com/song/he-jeevan-sundar-aahe/XSwZZkVcXEU,MARATHI,Other,Asha Bhosle,7.7
420,Ek zoka chuke kaljacha thoka,1991,Chaukat Raja,0:04:51,Chill,https://www.jiosaavn.com/song/ek-zoka-chuke-kaljacha-thoka/PSwsRiBGfFU,MARATHI,Other,Anand Modak,8
421,Saanj ye gokuli,1994,Rutu Hirwa,0:04:56,Chill,https://www.jiosaavn.com/song/saanj-ye-gokuli/J1wkWhEEQ1I,MARATHI,Other,Asha Bhosle,5
422,Preeticha zul zul paani,1999,Nisarga Raja,0:03:18,Chill,https://www.jiosaavn.com/song/preeticha-zul-zul-paani/NDkxaVlIBkk,MARATHI,Other,Usha Mangeshkar,9
423,Shodhu mi kuthe,1999,Nisarga Raja,0:04:17,Chill,https://www.jiosaavn.com/song/shodhu-mee-kuthe/OCoEYSNgZFc,MARATHI,Other,Lata Mangeshkar,8.8
424,Shodhu Mee Kuthe,1999,Nisarg Raja,0:05:11,Chill,https://www.jiosaavn.com/song/shodhu-mee-kuthe/OCoEYSNgZFc,MARATHI,Other,Lata Mangeshkar,6.8
425,Batata Vada,1994,Tondala Sutala Paani,0:05:54,Comedy,https://www.jiosaavn.com/song/batata-vada/XS8yHEFaWV4,MARATHI,Other,Anand Shinde,9.5
426,Sundar Te Dhyan,1991,Gajalele Abhang,0:06:46,Chill,https://www.jiosaavn.com/album/sundar-te-dhyan/mhj6b6cy0A4_,MARATHI,Other,Lata Mangeshkar,8.3
427,Aga Housa Bhar Divsa,1991,Palva Palvi,0:04:48,Slow,https://www.jiosaavn.com/song/aga-housa-bhar-divsa/KAkaZTNBb2w,MARATHI,Other,Raamlaxman,8.5
428,Avagha Rang Ek Jhala,1991,Gajalele Abhang,0:05:54,Chill,https://www.jiosaavn.com/song/avagha-rang-ek-jhala/MwkEVxcAXHk,MARATHI,Other,Kishori Amonkar,7.3
429,Dhakkumakum Dhakkumakum,1991,Hamal De Dhamal,0:06:46,Comedy,https://www.jiosaavn.com/song/dhakkumakum-dhakkumakum/IykdQhJiA3c,MARATHI,Other,Anil Mohile,8
430,Avagha Rang Ek Jhala,1999,Golden Hour,0:05:54,Slow,https://www.jiosaavn.com/search/Avagha%20Rang%20Ek%20Jhala,MARATHI,Other,Kishori Amonkar,8.7
431,Hi Sundara Mi Gururanga,1992,Patali Re Patali,0:07:54,Comedy,https://www.jiosaavn.com/song/hi-sundara-mi-gururanga/LxAbYRpmRmE,MARATHI,Other,Anil Mohile,8.9
432,Laal Divyachya Gadila,2009,Yogdaan Bhimaanch,0:06:46,Chill,https://www.jiosaavn.com/song/laal-divyachya-gadila/KQleSRNUBEE,MARATHI,Other,Ramchandra Janrao,8.1
433,Aadinaath Umabij,2009,Sant Saptak,0:03:55,Chill,https://www.jiosaavn.com/search/Aadinaath%20Umabij,MARATHI,Other,Swapnil Bandholkar,7.2
434,You Got The Checkmate,2008,Checkmate,0:04:17,Fusion,https://www.jiosaavn.com/album/checkmate/Y1V0RvYCcco_,MARATHI,Other,Ajay-Atul,7
435,Kai Zhala,2001,Aatma,0:04:48,Comedy,https://www.jiosaavn.com/song/kai-zhala/Mwc6dARmW3w,MARATHI,Other,Lesle Lewis,8.1
436,Yere Ghana,2000,Yere Ghana,0:03:55,Chill,https://www.jiosaavn.com/song/ye-re-ghana/BD1SbkNiVQc,MARATHI,Other,Asha Bhosle,7.9
437,Gagan Sadan Tejomaya,2007,Umbartha,0:04:48,Slow,https://www.jiosaavn.com/song/gagan-sadan-tejomaya-umbartha--soundtrack-version/P1o0QCBWf2A,MARATHI,Other,Lata Mangeshkar,9.4
438,De Na Paisa De,2008,Uladhaal,0:04:48,Comedy,https://www.jiosaavn.com/song/de-na-paisa-de/QgcsWi5ibnY,MARATHI,Other,Ajay-Atul,8.3
439,Kombadi palali,2006,Jatra,0:05:05,Comedy,https://www.jiosaavn.com/song/kombadi-palali/OyoBSDV6WGs,MARATHI,Other,Anand Shinde,8.5
440,Ye Go Ye Ye Maina,2005,Jatra,0:04:26,Complement,https://www.jiosaavn.com/song/ye-go-ye-ye-maina/R1E7dAJVYVE,MARATHI,Other,Ajay Gogavale,6.5
441,Kombadi Palali,2006,Jatra,0:06:46,Comedy,https://www.jiosaavn.com/song/kombadi-palali/OyoBSDV6WGs,MARATHI,Other,Vaishali Samant,5
442,Turururu Chalu Nako,2009,Oxygen,0:05:38,Comedy,https://www.jiosaavn.com/song/turururu-chalu-nako/SSRTW0cAGn8,MARATHI,Other,Ajay-Atul,7.2
443,Sunya Sunya Maifilit Majhya,2007,Umbartha,0:03:55,Slow,https://www.jiosaavn.com/search/Sunya%20Sunya%20Maifilit%20Majhya,MARATHI,Other,Lata Mangeshkar,7
444,Ya Re Ya,2016,Ventilator,0:03:18,Chill,https://www.jiosaavn.com/song/ya-re-ya/JyYNeg11R0U,MARATHI,Other,Rohan Rohan,7
445,Jau De Na Va,2019,Naal,0:05:05,Chill,https://www.jiosaavn.com/song/jau-de-na-va/IwUFaxxiXwM,MARATHI,Other,Jayas Kumar,8
446,Jiv Rangala,2012,Jogwa,0:04:26,Fusion,https://www.jiosaavn.com/song/jiv-rangala/AjoCXy1oWVY,MARATHI,Other,Ajay-Atul,9
447,Ashwini Ye Na,2019,Ye Re Ye Re Paisa 2,0:03:18,Chill,https://www.jiosaavn.com/song/ashwini-ye-na-from-ye-re-ye-re-paisa-2/Rxw8egQAREY,MARATHI,Other,Arun Paudwal,8
448,Ararara,2018,Mulshi Pattern,0:03:28,Comedy,https://www.jiosaavn.com/song/ararara/AT8iQDdHD3A,MARATHI,Other,Narendra Bhide,8
449,Sar Sukhachi Shravani,2013,Mangalashtak Once More,0:06:17,Slow,https://www.jiosaavn.com/song/sar-sukhachi-shravani/FQESARxafgA,MARATHI,Other,Nilesh Moharir,7.2
450,Paisa Pisa,2019,Ye Re Ye Re Paisa 2,0:03:55,Comedy,https://www.jiosaavn.com/song/paisa-pisa-ye-re-ye-re-paisa/KTIdRRwBdEs,MARATHI,Other,Mika Singh,8.1
451,Lagnalu,2017,Boyz,0:03:28,Comedy,https://www.jiosaavn.com/song/lagnalu/HhAcYydnREA,MARATHI,Other,Avadhoot Gupte,6.8
452,Adugula Madgula,2019,Baba,0:04:00,Comedy,https://www.jiosaavn.com/song/adugula-madgula/RzwhRDF1RnY,MARATHI,Other,Rohan Rohan,7.3
453,Ye Re Ye Re Pausa,2018,Ye Re Ye Re Pausa,0:03:28,Comedy,https://www.jiosaavn.com/song/ye-re-ye-re-pausa/QTsGWwddRH4,MARATHI,Other,Shrikanth Nair,8
454,Dolby Walya,2016,Jau Dya Na Balasaheb,0:06:17,Chill,"https://www.jiosaavn.com/song/dolby-walya/GEVbdBN,f0U",MARATHI,Other,Ajay-Atul,8.9
455,Man Mandira,2015,Katyar Kaljat Ghusli,0:04:48,Slow,https://www.jiosaavn.com/song/vithala-vithala-konta-zenda/PQNcewxAX0A,MARATHI,Other,Shankar Mahadevan,8.9
456,Saaj Sonyacha,2018,Fandry,0:03:28,Wedding,https://www.jiosaavn.com/song/saaj-sonyacha/KF0jAD1UQEY,MARATHI,Other,Ajay-Atul,7
457,SENORITA,2019,SHAWN MENDES,3:11,LATIN,https://gaana.com/song/senorita-17,ENGLISH,Other,CAMILA CABELLO,10
458,THE GIT UP,2019,HOUSE OF DIVINE,3:02,RAP,https://gaana.com/song/the-git-up-1,ENGLISH,Other,BLANCO BROWN,8.1
459,JUST US,2019,FATHER OF ASAHD,3:41,R&B,https://gaana.com/song/just-us-65,ENGLISH,Other,DJ KHALED,6.9
460,MOTIVATION,2019,FEARLESS,3:13,R&B,https://gaana.com/song/motivation-238,ENGLISH,Other,NORMANI,7
461,WITH YOU,2018,CAUTION,3:47,R&B,https://gaana.com/song/with-you-872,ENGLISH,Other,MARIAH CAREY,7.1
462,DON'T LET GO(LOVE),1997,EV3 AND SET IT OFF SOUNDTRACK,4:52,R&B,https://gaana.com/song/dont-let-go-love-11,ENGLISH,Other,EN VOGUE,5.2
463,GREATEST LOVE OF ALL,1986,THE GREATEST LOVE OF ALL,,R&B,https://gaana.com/song/greatest-love-of-all-19,ENGLISH,Other,MICHAEL MASSER,8.2
464,DREAMLOVER,1993,MUSIC BOX,3:53,R&B,https://gaana.com/song/dreamlover-2,ENGLISH,Other,MARIAH CAREY,8.4
465,I KNEW I LOVED YOU,2000,AFFIRMATION,4:10,CONTEMPORARY,https://gaana.com/song/i-knew-i-loved-you-53,ENGLISH,Other,SAVAGE GARDEN,9.5
466,CRAZY IN LOVE,2003,DANGEROUSLY IN LOVE,3:56,FUNK R&B,https://gaana.com/song/crazy-in-lovefrom-the-fifty-shades-of-grey-soundtrack,ENGLISH,Other,BEYONCE,8.7
467,VISION OF LOVE,1990,MARIAH CAREY,3:29,R&B,https://gaana.com/song/vision-of-love-2,ENGLISH,Other,MARIAH CAREY,6.5
468,WE FOUND LOVE,2011,TALK THAT TALK,3:35,ELECTRO HOUSE,https://gaana.com/song/we-found-love-4,ENGLISH,Other,RIHANNA,7.1
469,I'LL MAKE LOVE TO YOU,1994,II,4:07,R&B,https://gaana.com/song/ill-make-love-to-you-2,ENGLISH,Other,BOYS II MEN,7.3
470,ENDLESS LOVE,1981,ENDLESS LOVE,4:24,R&B,https://gaana.com/song/endless-love-14,ENGLISH,Other,Lionel Richie,8
471,JUICE,2019,CUZ I LOVE YOU,3:15,FUNK R&B,https://gaana.com/song/juice-136,ENGLISH,Other,LIZZ0,8.2
472,SIDE TO SIDE,2016,DANGEROUS WOMAN,3:46,R&B,https://gaana.com/song/side-to-side-8,ENGLISH,Other,ARIANA GRANDE,8.2
473,WORK,2013,THE NEW CLASSICS,3:43,SNAP,https://gaana.com/song/work-359,ENGLISH,Other,IGGY AZALEA,7.1
474,BREAK FREE,2014,MY EVERYTHING,3:24,ELECTRO HOUSE,https://gaana.com/song/break-free-9,ENGLISH,Other,ARIANA GRANDE,7.7
475,HAPPIER,2016,DIVIDE,3:27,CLASSICAL CROSSOVER,https://gaana.com/song/happier-16,ENGLISH,Other,ED SHEERAN,8.3
476,PERFECT SYMPHONY,2017,DIVIDE,4:25,ATLANTIC,https://gaana.com/song/perfect-symphony,ENGLISH,Other,ANDREA BOCELLI,9
477,PERFECT DUET,2017,REVIVAL,4:19,ATLANTIC,https://gaana.com/song/perfect-duet-2,ENGLISH,Other,ED SHEERAN,9.2
478,END GAME,2017,REPUTATION,4:04,R&B,https://gaana.com/song/end-game-51,ENGLISH,Other,TAYLOR SWIFT,9.3
479,A B C D,1999,Hum Saath Saath Hain,4:32,Entertainig,https://gaana.com/song/a-b-c-d-e-f-g-h-i,HINDI,Other,Sooraj Barjatya,8.6
480,Kahin Door Jab Din Dhal Jaaye,1971,Anand,5:38,retro song,https://gaana.com/song/kahin-door-jab-din-dhal-jaye-1,HINDI,Other,Mukesh,8
481,Piya More,2017,Baadshaho,4:18,entertaining,https://gaana.com/song/piya-more-1,HINDI,Other,others,8.6
482,Kala Chashma,2016,Baar Baar Dekho,3:07,entertaining,https://gaana.com/song/kala-chashma,HINDI,Other,Neha Kakkar,8.6
483,Bang Bang,2017,Bang Bang,2:47,thug life,https://gaana.com/song/bang-bang-760,HINDI,Other,others,9.1
484,Subha Hone Na De,2011,Desi Boyz,4:51,entertaining,https://gaana.com/song/subha-hone-na-de,HINDI,Other,others,6.4
485,Dola Re Dola,2002,Devdas,6:36,entertaining,https://gaana.com/song/dola-re-dola-1,HINDI,Other,others,9.1
486,Gadi Bula Rahi Hai,1974,Dost,6:29,retro song,https://gaana.com/song/gaadi-bula-rahi-hai,HINDI,Other,Kishore Kumar,6.4
487,Apna Time Aayega,2019,Gully Boy,2:21,thug life,https://gaana.com/song/apna-time-aayega,HINDI,Other,others,9.4
488,Tum Jo Mil Gaye Ho,1973,Hanste Zakhm,8:09,retro song,https://gaana.com/song/tum-jo-mil-gaye-ho,HINDI,Other,Mohammed Rafi,7.5
489,Kanchi Re Kanchi Re,1971,Hare Rama Hare Krishna,4:57,retro song,https://gaana.com/song/kanchi-re-kanchi-re,HINDI,Other,Kishore Kumar,8.1
490,Dum Maro Dum,1971,Hare Rama Hare Krishna,2:30,thug life,https://gaana.com/song/dum-maro-dum-6,HINDI,Other,Asha Bhosle,8.7
491,Hum Aapke Hain Koun,1994,Hum Aapke Hain Koun,4:00,entertaining,https://gaana.com/song/hum-aapke-hain-koun-1,HINDI,Other,S. P. Balasubrahmanyam,8.7
492,Joote De Do Paise Le Lo,1994,Hum Aapke Hain Koun,4:36,entertaining,https://gaana.com/song/joote-de-do-paise-le-lo,HINDI,Other,S. P. Balasubrahmanyam,7.8
493,Dhiktana,1994,Hum Aapke Hain Koun,5:21,entertaining,https://gaana.com/song/dhiktana-1,HINDI,Other,S. P. Balasubrahmanyam,8.7
494,Saturday Saturday,2013,Humpty Sharma Ki Dulhania,3:31,entertaining,https://gaana.com/song/saturday-saturday-9,HINDI,Other,Badshah,8.4
495,Aaj Raat Ka Scene,2015,Jazbaa,3:30,entertaining,https://gaana.com/song/aaj-raat-ka-scene-1,HINDI,Other,Badshah,7.6
496,Jahan Teri Yeh Nazar Hai,1981,Kaalia,5:26,entertaining,https://gaana.com/song/jahan-teri-yeh-nazar-hai,HINDI,Other,Kishore Kumar,7.5
497,Kar Gayi Chull,2016,Kapoor & Sons,3:08,entertaining,https://gaana.com/song/kar-gayi-chull,HINDI,Other,Badshah,8.4
498,Apni To Jaise Taise,1981,Laawaris,8:03,entertaining,https://gaana.com/song/apni-to-jaise-taise,HINDI,Other,Kishore Kumar,8.4
499,lakshya,2004,Lakshya,6:16,patriotic,https://gaana.com/song/lakshya,HINDI,Other,others,9.1
500,Geet Gaata Hoon Main,1971,Lal Patthar,3:33,entertaining,https://gaana.com/song/geet-gata-hoon-main,HINDI,Other,Kishore Kumar,8.2
501,Aaj Mausam Bada Beimaan Hai,1973,Loafer,6:14,retro song,https://gaana.com/song/aaj-mausam-bada-beimaan-hai,HINDI,Other,Mohammed Rafi,8.7
502,Dekho Maine Dekha Hain,1983,Love Story,5:37,retro song,https://gaana.com/song/dekho-maine-dekha-hai-ek-sapna,HINDI,Other,Lata Mangeshkar,7.3
503,Jawani Jan E- Man,1982,Namak Halaal,5:36,entertaining,https://gaana.com/song/jawani-jan-e-man-1,HINDI,Other,Asha Bhosle,7.1
504,Afghan Jalebi,2014,Phantom,3:44,entertaining,https://gaana.com/song/afghan-jalebi-film-version,HINDI,Other,others,8.6
505,Papa Kehthe Hain Bada Naam Karega,1988,Qamayat Se Qamayat Tak,5:53,entertaining,https://gaana.com/song/papa-kehte-hain,HINDI,Other,Udit Narayan,9.1
506,Main Tera Boyfriend,2014,Raabta,4:36,entertaining,https://gaana.com/song/main-tera-boyfriend,HINDI,Other,Arijit Singh,8.4
507,Saagar Kinare Dil Ye Pukare,1985,Saagar,4:19,retro song,https://gaana.com/song/saagar-kinare-1,HINDI,Other,Lata Mangeshkar,7.5
508,Khilte Hai Gul Yahan,1973,Sharmeelee,4:50,retro song,https://gaana.com/song/khilte-hain-gul-yahan-1,HINDI,Other,Kishore Kumar,8
509,Yeh Dosti Hum Nahin Todenge,1975,Sholay,5:22,retro song,https://gaana.com/song/yeh-dosti-hum-nahin-happy,HINDI,Other,Kishor Kumar,8.8
510,Jai Ho,2008,Slumdog Millionaire,5:19,patriotic,https://gaana.com/song/jai-ho,HINDI,Other,others,9
511,Balam Pichkari,2013,yeh jawani hai deewani,4:49,entertaining,https://gaana.com/song/balam-pichkari,HINDI,Other,others,8.5
512,Chittiyan Kalaiyaan,2017,roy,4:06,entertaining,https://gaana.com/song/chittiyaan-kalaiyaan,HINDI,Other,Meet Bros,8.6
513,Ooh La La,2011,The Dirty Picture,4:16,entertaining,https://gaana.com/song/ooh-la-la,HINDI,Other,Bappi Lahiri,8
514,Do Lafzon Ki Hai Dil Ki Kahani,1979,The Great Gambler,4:40,entertaining,https://gaana.com/song/do-lafzon-ki-hai-dil-ki-kahani,HINDI,Other,Asha Bhosle,7.5
515,Gulabi Ankhen Jo Teri,1970,The Train,3:20,entertaining,https://gaana.com/song/gulabi-ankhen-3,HINDI,Other,Mohammed Rafi,8.8
516,Swag Se Swagat,2017,Tiger Zinda Hai,3:57,thug life,https://gaana.com/song/swag-se-swagat,HINDI,Other,others,8
517,Tirchi Topewale-,1971,Tridev,6:32,retro song,https://gaana.com/song/tirchi-topiwale-part-1,HINDI,Other,others,8.9
518,Sunny Sunny,2013,Yaariyan,4:03,entertaining,https://gaana.com/song/sunny-sunny-1,HINDI,Other,Yo Yo Honey Singh,8.1
519,Badtameez Dil,2013,Yeh Jawaani Hai Deewani,4:13,entertaining,https://gaana.com/song/badtameez-dil,HINDI,Other,others,8.2
520,A Flying Jatt,2016,A Flying Jatt,4:37,entertaining,https://gaana.com/song/a-flying-jatt-title-track,HINDI,Other,others,8.2/10
521,Raj Karega Khalsa,2016,A Flying Jatt,5:28,thug life,https://gaana.com/song/raj-karega-khalsa-5,HINDI,Other,others,8.4/10
522,Bhangda Pa,2016,A Flying Jatt,3:58,thug life,https://gaana.com/song/bhangda-pa-1,HINDI,Other,others,9.0/10
523,Disco Disco,2017,A Gentleman,2:46,thug life,https://gaana.com/song/disco-disco-29,HINDI,Other,others,8.9/10
524,Chandralekha,2017,A Gentleman,3:12,,https://gaana.com/song/chandralekha-hindi,HINDI,Other,others,9.2/10
